key,url,open
asuna_armoury_mordred_mk_ii,https://infinityrising.com/store/asuna-armoury-mordred-mk-ii,true
blackhorn_tactical_overlander,https://infinityrising.com/store/blackhorn-tactical-overlander,true
borne_lee_p99,https://infinityrising.com/store/borne-lee-p99,true
borne_lee_pr1,https://infinityrising.com/store/borne-lee-pr1,true
club_afterhours_building_kit,https://infinityrising.com/store/club-afterhours-building-kit,true
corn_cuties_monkey_jet,https://infinityrising.com/store/corn-cuties-monkey-jet,true
hyperwear_flux_runner_head_band,https://infinityrising.com/store/hyperwear-flux-runner-head-band,true
hyperwear_flux_runner_outfit,https://infinityrising.com/store/hyperwear-flux-runner-outfit,true
hyperwear_shoes,https://infinityrising.com/store/hyperwear-flux-runner-shoes,true
hyperwear_marino_sunglasses,https://infinityrising.com/store/hyperwear-marino-sunglasses,true
hyperwear_solara_sunglasses,https://infinityrising.com/store/hyperwear-solara-sunglasses,true
jett_industries_aeron_ai_drone_companion,https://infinityrising.com/store/jett-industries-aeron-ai-drone-companion,true
jett_industries_elita_ai_drone_companion,https://infinityrising.com/store/jett-industries-elita-ai-drone-companion,true
kazekura_kiko_drone_companion,https://infinityrising.com/store/kazekura-kiko-drone-companion,true
komaru_defense_tiger_m9,https://infinityrising.com/store/komaru-defense-tiger-m9,true
luna_di_lusso_bloom_backpack,https://infinityrising.com/store/luna-di-lusso-bloom-backpack,true
mellowave_marino_sandals,https://infinityrising.com/store/mellowave-marino-sandals,true
mellowave_marino_swim_shorts,https://infinityrising.com/store/mellowave-marino-swim-shorts,true
mellowave_solara_bikini,https://infinityrising.com/store/mellowave-solara-bikini,true
mellowave_solara_sandals,https://infinityrising.com/store/mellowave-solara-sandals,true
neon_vibes_building_kit,https://infinityrising.com/store/neon-vibes-building-kit,true
nova_pop_bubblecore,https://infinityrising.com/store/nova-pop-bubblecore,true
quantum_corn,https://infinityrising.com/store/quantum-corn,true
raven_x_heavenfall_armor,https://infinityrising.com/store/raven-x-heavenfall-armor,true
raven_x_heavenfall_battle_heels,https://infinityrising.com/store/raven-x-heavenfall-battle-heels,true
raven_x_heavenfall_helmet,https://infinityrising.com/store/raven-x-heavenfall-helmet,true
ravenx_cloudangel,https://infinityrising.com/store/ravenx-cloudangel,true
ravenx_skyangel,https://infinityrising.com/store/ravenx-skyangel,true
ren_wear_auralis_bloom_boots,https://infinityrising.com/store/ren-wear-auralis-bloom-boots,true
ren_wear_auralis_bloom_head_piece,https://infinityrising.com/store/ren-wear-auralis-bloom-head-piece,true
ren_wear_auralis_bloom_outfit,https://infinityrising.com/store/ren-wear-auralis-bloom-outfit,true
retro_pop_building_kit,https://infinityrising.com/store/retro-pop-building-kit,true
shuck_gun,https://infinityrising.com/store/shuck-gun,true
summer_art_building_kit,https://infinityrising.com/store/summer-art-building-kit,true
superverse_komaru_defense_tiger_m9_s_common,https://infinityrising.com/store/superverse-komaru-defense-tiger-m9-s-common,true
revolt_underground_outfit,https://infinityrising.com/store/revolt-underground-bundle,true
revolt_renegade_goggles,https://infinityrising.com/store/revolt-renegade-bundle,true
revolt_renegade_the_dissident,https://infinityrising.com/store/revolt-renegade-bundle,true
revolt_underground_shoes,https://infinityrising.com/store/revolt-underground-bundle,true
revolt_renegade_shoes,https://infinityrising.com/store/revolt-renegade-bundle,true
revolt_renegade_outfit,https://infinityrising.com/store/revolt-renegade-bundle,true
revolt_underground_ras_9,https://infinityrising.com/store/revolt-underground-bundle,true
revolt_underground_hood,https://infinityrising.com/store/revolt-underground-bundle,true
revolt_underground_rigger_s_revolt,https://infinityrising.com/store/revolt-underground-bundle,true
revolt_renegade_rebel_s_rucksack,https://infinityrising.com/store/revolt-renegade-bundle,true
rando_s_metalwork_clanker_ai_drone_companion,https://infinityrising.com/store/ai-drone-companions-founder's-bundle,true
revolt_renegade_rebel_s_reach,https://infinityrising.com/store/revolt-renegade-bundle,true
rando_s_metalworks_the_instigator,https://infinityrising.com/store/revolt-underground-bundle,true
